epoch,train_loss,validation_loss
1,0.1375464414428778,0.09078531423631163
2,0.0899262443699858,0.08740751139060945
3,0.08643301649802465,0.08650356163256298
4,0.08512284898106615,0.08281216418160327
5,0.08361039777980354,0.08310876044582649
6,0.08262965885374801,0.08347958162388282
7,0.0815907685383364,0.08104219123979893
8,0.08130550236478694,0.08188088705427596
9,0.08033852491052308,0.08186474772849352
10,0.07992146626748829,0.08046535446450818
11,0.07957379303314238,0.07994477491745193
12,0.07902723521221945,0.08258752576649256
13,0.07852842022990017,0.08032990017687375
14,0.0781454233905432,0.07849765160335895
15,0.07818862297481369,0.07987750253216189
16,0.07760276991393393,0.07863919281053457
17,0.0772419396613239,0.07905313165787163
18,0.07701290553507707,0.07846821713301912
19,0.07664310779527478,0.07821811770685093
20,0.07622492786068132,0.0805242924857457
21,0.07643901228903024,0.07755275665753418
22,0.07558640440027459,0.07869146910936023
23,0.07648071913923751,0.07832446645424478
24,0.07548449602769693,0.07872940653159562
25,0.07534426318238721,0.0774426365485737
26,0.07518787404412458,0.08213771900663547
27,0.07515895007524712,0.0769143402493589
28,0.07461898500003958,0.07718152298832025
29,0.07455891082761251,0.07792745954856489
30,0.07437627547800547,0.07731209606511813
31,0.07424664017468695,0.07611523429047355
32,0.07409090236181189,0.07920206852308029
33,0.07414887670958288,0.07690291535201169
34,0.07385051572208627,0.07811113492989888
35,0.07359070640923741,0.07942541408962539
36,0.07325644234903483,0.0767437831593942
37,0.07326844148486564,0.07970715911849204
38,0.07308502951485,0.07660769049367483
39,0.07264099269595456,0.07602234924318697
40,0.07275486211138943,0.07618237981894775
41,0.07230478303267526,0.07722540409810774
42,0.07231187279763944,0.07616101590954596
43,0.0721068577735756,0.07553723559491855
44,0.07196987383182336,0.07796282999158236
45,0.07176125788700218,0.07663592321908097
46,0.07197795366056564,0.07598001452818232
47,0.07151347871611025,0.07756448996141321
48,0.071832071824905,0.07661391657563162
49,0.07149920805488166,0.07574562921632723
50,0.07106484696175552,0.07661739072831397
51,0.07132152532554209,0.07548125617631218
52,0.07100852867315388,0.0753301332754039
53,0.07105349866010259,0.07654599238786941
54,0.07074021034982059,0.0755574783401278
55,0.07052981416155488,0.0750295654429593
56,0.07023984059016654,0.07521557540250445
57,0.07061935664820973,0.07535767159794526
58,0.07031526865937547,0.07582483603866681
59,0.07019555841154991,0.07711282867260867
60,0.06983570015333908,0.07498358518323715
61,0.0694578196995748,0.0746770717286262
62,0.06962428862864035,0.07482993689136845
63,0.06954618549165398,0.07675230051721858
64,0.06937785958929672,0.0759262122468149
65,0.06949053789340567,0.07519736698320578
66,0.06911520409304617,0.07595556519885016
67,0.06902837900488845,0.07519210715162027
68,0.06900069211198868,0.07456864556394592
69,0.06876843113223163,0.07539053602440125
70,0.06872514389549651,0.07590423071022237
71,0.06869498855989199,0.07609142304603855
72,0.06867248222216568,0.0764912628201454
73,0.06836261681331064,0.07536830492278372
74,0.06827321375542904,0.07603320663208978
75,0.06841576830346405,0.07675533240765181
76,0.06819262712500421,0.07444562445440611
77,0.06805540180976598,0.07888218507074223
78,0.06804604571619885,0.07582695791681335
79,0.06767114248537645,0.07588110290406765
80,0.0679547463491554,0.07596014098793369
81,0.06743350618239397,0.07547799881515077
82,0.06756443465648009,0.07613981506118565
83,0.06755172678321393,0.07528655958380806
84,0.06724678976685437,0.07920997718404284
85,0.06707737162697339,0.07517768476113659
86,0.06707500578251127,0.07597666072163564
