epoch,train_loss,validation_loss
1,0.2116729274223859,0.12913498047924846
2,0.13129653352991238,0.12261737076994624
3,0.12586800019550284,0.11849054185091308
4,0.12348112145004733,0.11855573603878233
5,0.12173224626795465,0.11572695427980723
6,0.12029782742061323,0.11440910699583785
7,0.11938791421384513,0.11436978399591255
8,0.11861107370590857,0.11395854878175411
9,0.11795644684937656,0.11354581609777513
10,0.11709040995707218,0.11258751625914465
11,0.11642304258222412,0.11770592616014966
12,0.11612557881137073,0.1121744955919226
13,0.11501511924025731,0.1117972509802236
14,0.11521610427442591,0.11230396120489407
15,0.11471791969094049,0.11059900375621184
16,0.11346157985255317,0.11156980988291428
17,0.11338827679907024,0.1101918688609135
18,0.1130343995188666,0.11066439308857312
19,0.11242301189989189,0.11161080523894087
20,0.11259485218766152,0.10976593424717332
21,0.11187603566007358,0.11042070988702823
22,0.11226346076139909,0.10925571616980065
23,0.11161269487357811,0.10830626195559717
24,0.1110684231384268,0.10864634080672203
25,0.11029558680128097,0.1076289674771169
26,0.11094683606665803,0.10787254429569895
27,0.1104906414775385,0.10794392680273027
28,0.11011222134746575,0.10885317249397218
29,0.10996056323354948,0.10857912097894801
30,0.10972994142316611,0.10811980992522476
31,0.1094774249356843,0.10746291626774115
32,0.1091968773022758,0.10696204408912752
33,0.1092385865082501,0.10652841629467412
34,0.1089064502321397,0.10758687248898856
35,0.10863283288710689,0.10763704957839221
36,0.10879601470278785,0.10651607840259841
37,0.1085323823442328,0.10713174947058901
38,0.10821206625659341,0.10676183952431047
39,0.10799654666769935,0.10622201950414312
40,0.1080651890817493,0.10595197094627584
41,0.1076245543813507,0.10823351272136111
42,0.10780681488610352,0.10594402098875634
43,0.10795104210350497,0.10603608282326449
44,0.1080193965675296,0.10585318032584473
45,0.10716463219630647,0.10575989379022693
46,0.10718146000693567,0.10648222849307964
47,0.10659475034599744,0.10623661729292383
48,0.10698016840776316,0.10569435917568688
49,0.10638767822317459,0.1058561296414352
50,0.10673669999391197,0.10674569798772242
51,0.10656361642375536,0.10585695536224363
52,0.10643183317677493,0.10628556604972635
53,0.10632702485500263,0.1056169111371608
54,0.10687578154052828,0.106612460089218
55,0.10654624067463624,0.10528597653344698
56,0.10621026528694753,0.10635110596225404
57,0.10602558705816795,0.10561864150428273
58,0.10586687173255428,0.10555714512715889
59,0.10619929880991594,0.10521000152265599
60,0.10598376217655463,0.10469691945880082
61,0.10598770888940603,0.10444382297226679
62,0.10648304358969478,0.10520337025820231
63,0.10513326368297099,0.10533237687194075
64,0.10617873443581026,0.10451988101892766
65,0.10552715127105328,0.10499540126337467
66,0.1055685379273116,0.1050243410112537
67,0.1060582979565147,0.1047106329523221
68,0.10545314401660118,0.10588611959973415
69,0.10533127959745836,0.10528168569375065
70,0.1056091183282582,0.10496038601795436
71,0.10520938341880288,0.10497741906944395
