epoch,train_loss,validation_loss
1,0.14580722879123373,0.09231330925107067
2,0.09368064100275673,0.08770755484635191
3,0.08945927746424834,0.08459397991017881
4,0.08728980807220159,0.08363607213006918
5,0.08612090845676136,0.08237535104139819
6,0.08552614951046704,0.08149131209817373
7,0.08429877033976202,0.08097253665177183
8,0.0840051292920991,0.08056898325602653
9,0.08333891853001774,0.08062841963822734
10,0.08292225114742,0.08029718993934296
11,0.08240039655038972,0.08234623773125731
12,0.08213614401492206,0.0789884003531233
13,0.08143489161792905,0.07886997635357768
14,0.0813762140159149,0.07981009712737697
15,0.080812117815514,0.07853124698108227
16,0.08023806577147896,0.07921020512200969
17,0.08033739451543763,0.07816013477679148
18,0.07951087448705599,0.07762449973918349
19,0.07923235064277875,0.07880921892813503
20,0.07964399679806888,0.07770609571472192
21,0.07907957178800261,0.0786900666835725
22,0.07923823428477612,0.07738572002840721
23,0.07891472643112747,0.07660453146810986
24,0.07849532952701078,0.07728724620520139
25,0.07838485108904547,0.07657437551540476
26,0.07826965296874912,0.076883105816986
27,0.07782752438657325,0.07670172835625881
28,0.07796076266344684,0.07697510506674461
29,0.07814026598638965,0.0770161259889555
30,0.07758573718726791,0.07755986060756502
31,0.07741236778914595,0.07610333254619518
32,0.07724350674184736,0.07646343176535679
33,0.07716821364483077,0.07620856931275918
34,0.07702665774654578,0.07571627917938555
35,0.07701606479371112,0.07613174152587912
36,0.07663566891532729,0.07562999612685466
37,0.07679918516578976,0.07630137552440909
38,0.07648335104387326,0.07630491116982285
39,0.07655565405726174,0.07540271353045502
40,0.07617578772419846,0.07574461030433705
41,0.07633211215195478,0.07652614398337147
42,0.076504848359506,0.07548060954605436
43,0.07620577554369212,0.07530374246953493
44,0.07610558117263412,0.07594970506237103
45,0.07598108454928562,0.07506740293958583
46,0.07574359807376513,0.07580212714193198
47,0.07547361460048334,0.07576127781974956
48,0.07573127670011105,0.07577482559548095
49,0.07565760935003515,0.07495309529435819
50,0.07532957821465741,0.0756325775738258
51,0.07566085951985989,0.07547820146418695
52,0.07531618320443577,0.0754130173638884
53,0.0753542270765917,0.07521967910215925
54,0.07536552042139559,0.07526599911825703
55,0.07521464510285299,0.07531652686913341
56,0.07509014482857551,0.07538555782556962
57,0.0748955271462493,0.0745733099660527
58,0.07486418179646721,0.07543437262085229
59,0.07522002695797786,0.07545361777009553
60,0.07487709654466013,0.07434514715735174
61,0.07454969411395261,0.07501462723133198
62,0.07506496204462511,0.07455032215279976
63,0.07447040398185877,0.07510031265547598
64,0.07481473708064047,0.07439944509746867
65,0.0746132845758671,0.07451560199617636
66,0.07439912363735561,0.07492935435847033
67,0.07461989744418401,0.07423940920821105
68,0.0743971108018611,0.07474645211365943
69,0.07418445123819964,0.07452579394618977
70,0.0742299021143618,0.07478402471430352
71,0.07439311441648941,0.07364823514103104
72,0.07398086955474042,0.07413804307913549
73,0.07406384667084837,0.07442030007372685
74,0.07388246138368214,0.07445680691650206
75,0.07412017822976094,0.0741309513048945
76,0.0736183738377397,0.07553904391110289
77,0.07399085894850813,0.07381382646566176
78,0.07354535855751455,0.07393730035481766
79,0.07421920292765273,0.07456921979828732
80,0.07345220954878186,0.07455608098696233
81,0.07345521168064552,0.07464590919268828
